ori_w16.pwk - done









19922		"Altar: Empty"                                   	****  	phod_altar_x        	****      	****        	****        	****        	26          	1         	0      	****     	****            	1     	
19512		"Food: Horn of Plenty"                           	****  	e3_foodhorn         	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
8183		"Food: Meal, Giant"                              	****  	zlc_ccp_b94         	****      	****        	****        	****        	1           	1         	0      	****     	****            	1     	


19851		"Fungus: Big Mushroom 1"                         	****  	wrm_big_mush1       	****      	****        	****        	****        	34          	1         	0      	****     	****            	1     	
19852		"Fungus: Big Mushroom 2"                         	****  	wrm_big_mush2       	****      	****        	****        	****        	34          	1         	0      	****     	****            	1     	
19853		"Fungus: Big Mushroom 3"                         	****  	wrm_big_mush3       	****      	****        	****        	****        	34          	1         	0      	****     	****            	1     	
19854		"Fungus: Big Mushroom 4"                         	****  	wrm_big_mush4       	****      	****        	****        	****        	34          	1         	0      	****     	****            	1     	

19046		"Plant: Bush EE1"                                	****  	e2_bush1            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19047		"Plant: Bush EE1f"                               	****  	e2_bush1f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19048		"Plant: Bush EE1w"                               	****  	e2_bush1w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19049		"Plant: Bush EE2"                                	****  	e2_bush2            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19050		"Plant: Bush EE2f"                               	****  	e2_bush2f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19051		"Plant: Bush EE2w"                               	****  	e2_bush2w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19052		"Plant: Bush EE3"                                	****  	e2_bush3            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19053		"Plant: Bush EE3f"                               	****  	e2_bush3f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19054		"Plant: Bush EE3w"                               	****  	e2_bush3w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19055		"Plant: Bush EE4"                                	****  	e2_bush4            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19056		"Plant: Bush EE4f"                               	****  	e2_bush4f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19057		"Plant: Bush EE4w"                               	****  	e2_bush4w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19058		"Plant: Bush EE5"                                	****  	e2_bush5            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19059		"Plant: Bush EE5f"                               	****  	e2_bush5f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19060		"Plant: Bush EE5w"                               	****  	e2_bush5w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19061		"Plant: Bush EE6"                                	****  	e2_bush6            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19062		"Plant: Bush EE6f"                               	****  	e2_bush6f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19063		"Plant: Bush EE6w"                               	****  	e2_bush6w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19064		"Plant: Bush EE7"                                	****  	e2_bush7            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19065		"Plant: Bush EE7f"                               	****  	e2_bush7f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19066		"Plant: Bush EE7w"                               	****  	e2_bush7w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19067		"Plant: Bush EE8"                                	****  	e2_bush8            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19068		"Plant: Bush EE8f"                               	****  	e2_bush8f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19069		"Plant: Bush EE8w"                               	****  	e2_bush8w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19070		"Plant: Bush EE9"                                	****  	e2_bush9            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19071		"Plant: Bush EE9f"                               	****  	e2_bush9f           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19072		"Plant: Bush EE9w"                               	****  	e2_bush9w           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19073		"Plant: Bush EE10"                               	****  	e2_bush10           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19074		"Plant: Bush EE10f"                              	****  	e2_bush10f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19075		"Plant: Bush EE10w"                              	****  	e2_bush10w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19076		"Plant: Bush EE11"                               	****  	e2_bush11           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19077		"Plant: Bush EE11f"                              	****  	e2_bush11f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19078		"Plant: Bush EE11w"                              	****  	e2_bush11w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19079		"Plant: Bush EE12"                               	****  	e2_bush12           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19080		"Plant: Bush EE12f"                              	****  	e2_bush12f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19081		"Plant: Bush EE12w"                              	****  	e2_bush12w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19082		"Plant: Bush EE13"                               	****  	e2_bush13           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19083		"Plant: Bush EE13f"                              	****  	e2_bush13f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19084		"Plant: Bush EE13w"                              	****  	e2_bush13w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19085		"Plant: Bush EE14"                               	****  	e2_bush14           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19086		"Plant: Bush EE14f"                              	****  	e2_bush14f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19087		"Plant: Bush EE14w"                              	****  	e2_bush14w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19088		"Plant: Bush EE15"                               	****  	e2_bush15           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19089		"Plant: Bush EE15f"                              	****  	e2_bush15f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19090		"Plant: Bush EE15w"                              	****  	e2_bush15w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19091		"Plant: Bush EE16"                               	****  	e2_bush16           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19092		"Plant: Bush EE16f"                              	****  	e2_bush16f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19093		"Plant: Bush EE16w"                              	****  	e2_bush16w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19094		"Plant: Bush EE17"                               	****  	e2_bush17           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19095		"Plant: Bush EE17f"                              	****  	e2_bush17f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19096		"Plant: Bush EE17w"                              	****  	e2_bush17w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19097		"Plant: Bush EE18"                               	****  	e2_bush18           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19098		"Plant: Bush EE18f"                              	****  	e2_bush18f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19099		"Plant: Bush EE18w"                              	****  	e2_bush18w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19100		"Plant: Bush EE19"                               	****  	e2_bush19           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19101		"Plant: Bush EE19f"                              	****  	e2_bush19f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19102		"Plant: Bush EE19w"                              	****  	e2_bush19w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19103		"Plant: Bush EE20"                               	****  	e2_bush20           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19104		"Plant: Bush EE20f"                              	****  	e2_bush20f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19105		"Plant: Bush EE20w"                              	****  	e2_bush20w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19106		"Plant: Bush EE21"                               	****  	e2_bush21           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19107		"Plant: Bush EE21f"                              	****  	e2_bush21f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19108		"Plant: Bush EE21w"                              	****  	e2_bush21w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19109		"Plant: Bush EE22"                               	****  	e2_bush22           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19110		"Plant: Bush EE22f"                              	****  	e2_bush22f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19111		"Plant: Bush EE22w"                              	****  	e2_bush22w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19112		"Plant: Bush EE23"                               	****  	e2_bush23           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19113		"Plant: Bush EE23f"                              	****  	e2_bush23f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19114		"Plant: Bush EE23w"                              	****  	e2_bush23w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19115		"Plant: Bush EE24"                               	****  	e2_bush24           	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19116		"Plant: Bush EE24f"                              	****  	e2_bush24f          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
19117		"Plant: Bush EE24w"                              	****  	e2_bush24w          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	

19120		"Plant: Fern EE 3"                               	****  	e2_fern3            	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
16283		"Plant: Shrubbery 1"                             	****  	plc_shrb001         	****      	****        	****        	****        	****        	****      	****   	****     	****            	1     	
---->
4428		"Tree of Blood"                                  	****  	dag_treeblood       	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
14142		"Tree Root 1"                                    	****  	root01              	****      	****        	****        	****        	26          	1         	0      	****     	****            	1     	
14143		"Tree Root 2"                                    	****  	root02              	****      	****        	****        	****        	26          	1         	0      	****     	****            	1     	
14144		"Tree Root 3"                                    	****  	root03              	****      	****        	****        	****        	26          	1         	0      	****     	****            	1     	
14145		"Tree Root 4"                                    	****  	root04              	****      	****        	****        	****        	26          	1         	0      	****     	****            	1     	

3041		"Tree: Pine 8, Roots, Large"                     	****  	zlc_h33             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3042		"Tree: Pine 8, Roots, Medium"                    	****  	zlc_h34             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3043		"Tree: Pine 8, Roots, Small"                     	****  	zlc_h35             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3044		"Tree: Pine 8, Snowy, Roots, Large"              	****  	zlc_h36             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3045		"Tree: Pine 8, Snowy, Roots, Medium"             	****  	zlc_h37             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3046		"Tree: Pine 8, Snowy, Roots, Small"              	****  	zlc_h38             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3047		"Tree: Pine 8, Large"                            	****  	zlc_h39             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3048		"Tree: Pine 8, Medium"                           	****  	zlc_h40             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3049		"Tree: Pine 8, Small"                            	****  	zlc_h41             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3050		"Tree: Pine 8, Snowy, Large"                     	****  	zlc_h42             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3051		"Tree: Pine 8, Snowy, Medium"                    	****  	zlc_h43             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3052		"Tree: Pine 8, Snowy, Small"                     	****  	zlc_h44             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3053		"Tree: Pine 8, Roots, NoFade, Large"             	****  	zlc_h45             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3054		"Tree: Pine 8, Roots, NoFade, Medium"            	****  	zlc_h46             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3055		"Tree: Pine 8, Roots, NoFade, Small"             	****  	zlc_h47             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3056		"Tree: Pine 8, Snowy, Roots, NoFade, Large"      	****  	zlc_h48             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3057		"Tree: Pine 8, Snowy, Roots, NoFade, Medium"     	****  	zlc_h49             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3058		"Tree: Pine 8, Snowy, Roots, NoFade, Small"      	****  	zlc_h50             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3059		"Tree: Pine 8, NoFade, Large"                    	****  	zlc_h51             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3060		"Tree: Pine 8, NoFade, Medium"                   	****  	zlc_h52             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3061		"Tree: Pine 8, NoFade, Small"                    	****  	zlc_h53             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3062		"Tree: Pine 8, Snowy, NoFade, Large"             	****  	zlc_h54             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3063		"Tree: Pine 8, Snowy, NoFade, Medium"            	****  	zlc_h55             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3064		"Tree: Pine 8, Snowy, NoFade, Small"             	****  	zlc_h56             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3065		"Tree: Pine 8, Snowy, Roots, NoFade, Tiny"       	****  	zlc_h57             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3066		"Tree: Pine 8, Snowy, NoFade, Tiny"              	****  	zlc_h58             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3067		"Tree: Pine 8, Roots, NoFade, Tiny"              	****  	zlc_h59             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3068		"Tree: Pine 8, NoFade, Tiny"                     	****  	zlc_h60             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	
3069		"Tree: Pine 8, Snow Canopy"                      	****  	zlc_h61             	****      	****        	****        	****        	23          	1         	1      	****     	****            	1     	


2752		"Door: Castle"                                   	****  	zlc_o20             	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
2754		"Door: Bridge Gate"                              	****  	zlc_o22             	****      	****        	****        	****        	11          	1         	0      	****     	****            	1     	
2755		"Door: Portcullis, Iron"                         	****  	zlc_o23             	****      	****        	****        	****        	10          	1         	0      	****     	****            	1     	
2756		"Door: Dock"                                     	****  	zlc_o24             	****      	****        	****        	****        	10          	1         	0      	****     	****            	1     	
2757		"Door: City Gate"                                	****  	zlc_o25             	****      	****        	****        	****        	10          	1         	0      	****     	****            	1     	
2758		"Door: Castle, Good"                             	****  	zlc_o26             	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
2759		"Door: Castle, Evil"                             	****  	zlc_o27             	****      	****        	****        	****        	10          	1         	0      	****     	****            	1     	
2760		"Door: Arched"                                   	****  	zlc_o28             	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
2761		"Door: City Temple"                              	****  	zlc_o29             	****      	****        	****        	****        	26          	1         	0      	****     	****            	1     	
2762		"Door: City Hall"                                	****  	zlc_o30             	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
4236		"Door: Wood, Weak"                               	****  	dag_wooddoor01      	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
5022		"Door: Castle 1"                                 	****  	nw2d_sc             	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
5041		"Door: Temple Evil"                              	****  	nw2d_temple_evil    	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
5042		"Door: Temple Good"                              	****  	nw2d_temple_good    	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	
5043		"Door: Town Hall"                                	****  	nw2d_townhall       	****      	****        	****        	****        	13          	1         	0      	****     	****            	1     	

15712		"Door: Metal, Rusted"                            	****  	plc_door05          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15713		"Door: Metal, Vault"                             	****  	plc_door06          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15714		"Door: Stone, Runes"                             	****  	plc_door07          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15715		"Door: Stone, Strong"                            	****  	plc_door08          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15716		"Door: Metal, Fancy"                             	****  	plc_door09          	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	

206		"Curtain, A"                                     	****  	sic_001             	****      	****        	****        	****        	23          	1         	0      	****     	****            	1     	
207		"Curtain, A Open L"                              	****  	sic_002             	****      	****        	****        	****        	23          	1         	0      	****     	****            	1     	
208		"Curtain, A Open R"                              	****  	sic_003             	****      	****        	****        	****        	23          	1         	0      	****     	****            	1     	
209		"Curtain, A Double"                              	****  	sic_004             	****      	****        	****        	****        	23          	1         	0      	****     	****            	1     	
210		"Curtain, A Double Open"                         	****  	sic_005             	****      	****        	****        	****        	23          	1         	0      	****     	****            	1     	

3377		"Curtain: Wide, Black, Open"                     	****  	gi-p-blnd1o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3378		"Curtain: Wide, Black, Closed"                   	****  	gi-p-blnd1c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3379		"Curtain: Wide, Grey, Open"                      	****  	gi-p-blnd2o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3380		"Curtain: Wide, Grey, Closed"                    	****  	gi-p-blnd2c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3381		"Curtain: Wide, Pink, Open"                      	****  	gi-p-blnd3o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3382		"Curtain: Wide, Pink, Closed"                    	****  	gi-p-blnd3c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3383		"Curtain: Wide, Red, Open"                       	****  	gi-p-blnd4o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3384		"Curtain: Wide, Red, Closed"                     	****  	gi-p-blnd4c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3385		"Curtain: Wide, White, Open"                     	****  	gi-p-blnd5o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3386		"Curtain: Wide, White, Closed"                   	****  	gi-p-blnd5c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	

3389		"Curtain: Narrow, Black, Open"                   	****  	gi-p-blnd6o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3390		"Curtain: Narrow, Black, Closed"                 	****  	gi-p-blnd6c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3391		"Curtain: Narrow, Grey, Open"                    	****  	gi-p-blnd7o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3392		"Curtain: Narrow, Grey, Closed"                  	****  	gi-p-blnd7c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3393		"Curtain: Narrow, Pink, Open"                    	****  	gi-p-blnd8o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3394		"Curtain: Narrow, Pink, Closed"                  	****  	gi-p-blnd8c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3395		"Curtain: Narrow, Red, Open"                     	****  	gi-p-blnd9o         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3396		"Curtain: Narrow, Red, Closed"                   	****  	gi-p-blnd9c         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3397		"Curtain: Narrow, White, Open"                   	****  	gi-p-blnd10o        	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3424		"Curtain: Narrow, White, Closed"                 	****  	gi-p-blnd10c        	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	

4998		"Curtain: Estate 1"                              	****  	nw2ecurtain1        	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
4999		"Curtain: Estate 2"                              	****  	nw2ecurtain2        	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
5000		"Curtain: Estate 3"                              	****  	nw2ecurtain3        	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
5001		"Curtain: Plain 1"                               	****  	nw2curtain1         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
5002		"Curtain: Plain 2"                               	****  	nw2curtain2         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
5003		"Curtain: Plain 3"                               	****  	nw2curtain3         	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
15735		"Curtain, Na 1a"                                 	****  	plc_ncurt01a        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15736		"Curtain, Na 1b"                                 	****  	plc_ncurt01b        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15737		"Curtain, Na 1c"                                 	****  	plc_ncurt01c        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15738		"Curtain, Na 1d"                                 	****  	plc_ncurt01d        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15739		"Curtain, Na 1e"                                 	****  	plc_ncurt01e        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15740		"Curtain, Na 1f"                                 	****  	plc_ncurt01f        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15741		"Curtain, Na 1g"                                 	****  	plc_ncurt01g        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15742		"Curtain, Na 1h"                                 	****  	plc_ncurt01h        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15743		"Curtain, Na 1i"                                 	****  	plc_ncurt01i        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15744		"Curtain, Na 1j"                                 	****  	plc_ncurt01j        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15745		"Curtain, Na 1k"                                 	****  	plc_ncurt01k        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15746		"Curtain, Na 2a"                                 	****  	plc_ncurt02a        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15747		"Curtain, Na 2b"                                 	****  	plc_ncurt02b        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15748		"Curtain, Na 2c"                                 	****  	plc_ncurt02c        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15749		"Curtain, Na 2d"                                 	****  	plc_ncurt02d        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15750		"Curtain, Na 2e"                                 	****  	plc_ncurt02e        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15751		"Curtain, Na 2f"                                 	****  	plc_ncurt02f        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15752		"Curtain, Na 2g"                                 	****  	plc_ncurt02g        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15753		"Curtain, Na 2h"                                 	****  	plc_ncurt02h        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15754		"Curtain, Na 2i"                                 	****  	plc_ncurt02i        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15755		"Curtain, Na 2j"                                 	****  	plc_ncurt02j        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	
15756		"Curtain, Na 2k"                                 	****  	plc_ncurt02k        	****      	****        	****        	****        	18          	1         	0      	****     	****            	1     	


2094		"Window: Oriental 1, Small"                      	****  	ori_d01             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
2095		"Window: Oriental 1, Large"                      	****  	ori_d02             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
2096		"Window: Oriental 2, Small"                      	****  	ori_d03             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
2097		"Window: Oriental 2, Large"                      	****  	ori_d04             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	


13424		"Window: Exterior, Amethyst"                     	****  	PLC_WinAme          	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
13425		"Window: Exterior, Diamond"                      	****  	PLC_WinDia          	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
13426		"Window: Exterior, Emerald"                      	****  	PLC_WinEme          	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
13427		"Window: Exterior, Ruby"                         	****  	PLC_WinRub          	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
13428		"Window: Exterior, Sapphire"                     	****  	PLC_WinSap          	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
13429		"Window: Exterior, Topaz"                        	****  	PLC_WinTop          	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	

8164		"Window: Bay"                                    	****  	zlc_ccp_b75         	****      	****        	****        	****        	2           	1         	0      	****     	****            	1     	
4279		"Window: Double"                                 	****  	dag_window01        	****      	****        	****        	****        	24          	1         	0      	****     	****            	1     	
10523		"Window: Dwarven"                                	****  	zlc_fky_o50         	****      	****        	****        	****        	2           	1         	0      	****     	****            	1     	

205		"Window 5"                                       	****  	sic_win1            	****      	****        	****        	****        	0           	1         	0      	****     	****            	1     	

3375		"Window: Old, Wide"                              	****  	gi-p-win1           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3376		"Window: White, Wide"                            	****  	gi-p-win2           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3387		"Window: Old, Narrow"                            	****  	gi-p-win3           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
3388		"Window: White, Narrow"                          	****  	gi-p-win4           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	

12775		"Window: View from 1"                            	****  	db-c-wvf1           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12776		"Window: View from 2"                            	****  	db-c-wvf2           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12777		"Window: View from 3"                            	****  	db-c-wvf3           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12778		"Window: View from 4"                            	****  	db-c-wvf4           	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	

12787		"Window: Day Lightshaft"                         	****  	db_win_light        	****      	****        	****        	****        	****        	1         	0      	****     	****            	1     	
12788		"Window: Moon Lightshaft"                        	****  	db_win_light_n      	****      	****        	****        	****        	****        	1         	0      	****     	****            	1     	
15547		"Window: Lightshaft, Day"                        	****  	db_win_light        	****      	****        	****        	****        	****        	1         	0      	****     	****            	1     	
15548		"Window: Lightshaft, Night"                      	****  	db_win_light_n      	****      	****        	****        	****        	****        	1         	0      	****     	****            	1     	

12779		"Window: Stained Glass 1"                        	****  	db_gl_1             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12780		"Window: Stained Glass 2"                        	****  	db_gl_2             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12781		"Window: Stained Glass 3"                        	****  	db_gl_3             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12782		"Window: Stained Glass 4"                        	****  	db_gl_4             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12783		"Window: Stained Glass 5"                        	****  	db_gl_5             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12784		"Window: Stained Glass 6"                        	****  	db_gl_6             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
12785		"Window: Stained Glass 7"                        	****  	db_gl_7             	****      	****        	****        	****        	17          	1         	0      	****     	****            	1     	
